Fecha;Estacion_seleccionada;PromedioDiario_MP10;ICAP_MP10;ICAP_mod_MP10;PromedioDiario_MP2_5;ICAP_MP2_5;ICAP_mod_MP2_5;condicion_final;condicion_mod
2026-06-11;Arica;;;;10.38;20.75;69.17;Bueno;Bueno
2026-06-12;Arica;;;;11.96;23.91;79.71;Bueno;Bueno
2026-06-13;Arica;;;;11.00;22.00;73.33;Bueno;Bueno
2026-06-14;Arica;;;;9.79;19.58;65.28;Bueno;Bueno
2026-06-15;Arica;;;;10.96;21.92;73.06;Bueno;Bueno
2026-06-16;Arica;;;;13.33;26.67;88.89;Bueno;Bueno
2026-06-17;Arica;;;;12.38;24.75;82.50;Bueno;Bueno
2026-06-18;Arica;;;;10.75;21.50;71.67;Bueno;Bueno
2026-06-19;Arica;;;;9.00;18.00;60.00;Bueno;Bueno
2026-06-20;Arica;;;;8.17;16.33;54.44;Bueno;Bueno
2026-06-21;Arica;;;;6.50;13.00;43.33;Bueno;Bueno
2026-06-22;Arica;;;;8.70;17.39;57.97;Bueno;Bueno
2026-06-23;Arica;;;;9.50;19.00;63.33;Bueno;Bueno
2026-06-24;Arica;;;;8.17;16.35;54.49;Bueno;Bueno
2026-06-25;Arica;;;;11.92;23.83;79.44;Bueno;Bueno
2026-06-26;Arica;;;;10.62;21.25;70.83;Bueno;Bueno
2026-06-27;Arica;;;;8.27;16.55;55.15;Bueno;Bueno
2026-06-28;Arica;;;;11.83;23.67;78.89;Bueno;Bueno
2026-06-29;Arica;;;;9.58;19.17;63.89;Bueno;Bueno
2026-06-30;Arica;;;;9.58;19.17;63.89;Bueno;Bueno
2026-07-01;Arica;;;;7.22;14.43;48.12;Bueno;Bueno
2026-07-02;Arica;;;;10.62;21.25;70.83;Bueno;Bueno
2026-07-03;Arica;;;;13.00;26.00;86.67;Bueno;Bueno
2026-07-04;Arica;;;;13.12;26.25;87.50;Bueno;Bueno
2026-07-05;Arica;;;;13.21;26.42;88.06;Bueno;Bueno
2026-07-06;Arica;;;;12.17;24.33;81.11;Bueno;Bueno
2026-07-07;Arica;;;;12.09;24.18;80.61;Bueno;Bueno
2026-07-08;Arica;;;;8.58;17.17;57.22;Bueno;Bueno
2026-07-09;Arica;;;;12.17;24.33;81.11;Bueno;Bueno
2026-07-10;Arica;;;;10.00;20.00;66.67;Bueno;Bueno
2026-07-11;Arica;;;;8.71;17.42;58.06;Bueno;Bueno
2026-07-12;Arica;;;;8.48;16.96;56.52;Bueno;Bueno
2026-07-13;Arica;;;;9.83;19.65;65.51;Bueno;Bueno
2026-07-14;Arica;;;;11.25;22.50;75.00;Bueno;Bueno
2026-07-15;Arica;;;;8.83;17.67;58.89;Bueno;Bueno
2026-07-16;Arica;;;;11.62;23.25;77.50;Bueno;Bueno
2026-07-17;Arica;;;;13.08;26.17;87.22;Bueno;Bueno
2026-07-18;Arica;;;;14.59;29.18;97.27;Bueno;Bueno
2026-07-19;Arica;;;;8.43;16.86;56.19;Bueno;Bueno
2026-07-20;Arica;;;;10.41;20.82;69.39;Bueno;Bueno
2026-07-21;Arica;;;;10.83;21.65;72.17;Bueno;Bueno
2026-07-22;Arica;;;;7.82;15.64;52.12;Bueno;Bueno
2026-07-23;Arica;;;;10.39;20.78;69.28;Bueno;Bueno
2026-07-24;Arica;;;;10.04;20.09;66.96;Bueno;Bueno
2026-07-25;Arica;;;;11.00;22.00;73.33;Bueno;Bueno
2026-07-26;Arica;;;;16.00;32.00;102.16;Bueno;Regular
